P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004465
P06858	GO:0004620
P06858	GO:0004620
P06858	GO:0004806
P06858	GO:0004806
P06858	GO:0004806
P06858	GO:0004806
P06858	GO:0004806
P06858	GO:0005102
P06858	GO:0005509
P06858	GO:0005509
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0005515
P06858	GO:0008201
P06858	GO:0008201
P06858	GO:0008201
P06858	GO:0008970
P06858	GO:0008970
P06858	GO:0016298
P06858	GO:0034185
P06858	GO:0034185
P06858	GO:0042803
P06858	GO:0043395
P06858	GO:0043495
P06858	GO:0071813
P06858	GO:0006631
P06858	GO:0006631
P06858	GO:0006633
P06858	GO:0006633
P06858	GO:0006633
P06858	GO:0006633
P06858	GO:0006641
P06858	GO:0006644
P06858	GO:0009749
P06858	GO:0010744
P06858	GO:0010884
P06858	GO:0010886
P06858	GO:0010890
P06858	GO:0016042
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0019433
P06858	GO:0031670
P06858	GO:0032722
P06858	GO:0032731
P06858	GO:0032755
P06858	GO:0032760
P06858	GO:0034371
P06858	GO:0034371
P06858	GO:0034372
P06858	GO:0034372
P06858	GO:0042632
P06858	GO:0045600
P06858	GO:0050729
P06858	GO:0050729
P06858	GO:0055096
P06858	GO:0070328
P06858	GO:0071398
P06858	GO:2000343
P06858	GO:0005615
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005576
P06858	GO:0005615
P06858	GO:0005615
P06858	GO:0005615
P06858	GO:0005615
P06858	GO:0005615
P06858	GO:0005615
P06858	GO:1902494
P11150	GO:0004465
P11150	GO:0004620
P11150	GO:0004620
P11150	GO:0004806
P11150	GO:0004806
P11150	GO:0004806
P11150	GO:0004806
P11150	GO:0004806
P11150	GO:0004806
P11150	GO:0008970
P11150	GO:0008970
P11150	GO:0008970
P11150	GO:0016298
P11150	GO:0030169
P11150	GO:0034185
P11150	GO:0034185
P11150	GO:0006633
P11150	GO:0006633
P11150	GO:0016042
P11150	GO:0019433
P11150	GO:0019433
P11150	GO:0019433
P11150	GO:0019433
P11150	GO:0034372
P11150	GO:0034373
P11150	GO:0034374
P11150	GO:0034375
P11150	GO:0034382
P11150	GO:0034638
P11150	GO:0042632
P11150	GO:0043691
P11150	GO:0070328
P11150	GO:0005615
P11150	GO:0005576
P11150	GO:0005576
P11150	GO:0005576
P11150	GO:0005615
P11150	GO:0005788
P11150	GO:0005788
P16233	GO:0004806
P16233	GO:0004806
P16233	GO:0016298
P16233	GO:0016298
P16233	GO:0006629
P16233	GO:0016042
P16233	GO:0061365
P16233	GO:0005615
P16233	GO:0005576
P16233	GO:0005576
P16233	GO:0005576
P16233	GO:0005615
P54315	GO:0016298
P54315	GO:0005615
P54315	GO:0004806
P54315	GO:0005509
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005515
P54315	GO:0005576
P54317	GO:0004620
P54317	GO:0004620
P54317	GO:0004620
P54317	GO:0004806
P54317	GO:0004806
P54317	GO:0004806
P54317	GO:0004806
P54317	GO:0005509
P54317	GO:0016298
P54317	GO:0047372
P54317	GO:0047372
P54317	GO:0047372
P54317	GO:0047714
P54317	GO:0047714
P54317	GO:0047714
P54317	GO:0047714
P54317	GO:0047714
P54317	GO:0006641
P54317	GO:0009395
P54317	GO:0009395
P54317	GO:0016042
P54317	GO:0019376
P54317	GO:0019376
P54317	GO:0019376
P54317	GO:0019376
P54317	GO:0019433
P54317	GO:0019433
P54317	GO:0034638
P54317	GO:0044241
P54317	GO:0005615
P54317	GO:0005576
P54317	GO:0005615
